,sector laitude,sector longtitude,Collisions_NUMBER OF PERSONS INJURED,Collisions_NUMBER OF PERSONS KILLED,Collisions_NUMBER OF PEDESTRIANS INJURED,Collisions_NUMBER OF PEDESTRIANS KILLED,Collisions_NUMBER OF CYCLIST INJURED,Collisions_NUMBER OF CYCLIST KILLED,Collisions_NUMBER OF MOTORIST INJURED,Collisions_NUMBER OF MOTORIST KILLED,Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_CONTRIBUTING FACTOR VEHICLE 2,Collisions_CONTRIBUTING FACTOR VEHICLE 3,Collisions_CONTRIBUTING FACTOR VEHICLE 4,Collisions_CONTRIBUTING FACTOR VEHICLE 5,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Collisions_VEHICLE TYPE CODE 4,Collisions_VEHICLE TYPE CODE 5,Arrests_PD_CD,Arrests_PD_DESC,Arrests_OFNS_DESC,Arrests_LAW_CODE,Arrests_LAW_CAT_CD,Arrests_ARREST_PRECINCT,Arrests_JURISDICTION_CODE,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_ADDR_PCT_CD,Complaint_CRM_ATPT_CPTD_CD,Complaint_JURIS_DESC,Complaint_KY_CD,Complaint_LAW_CAT_CD,Complaint_LOC_OF_OCCUR_DESC,Complaint_OFNS_DESC,Complaint_PD_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_PRECINCT,Shooting_JURISDICTION_CODE,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
646,40.640030200000005,-74.12507368,0.37,0.0,0.04,0.0,0.04,0.0,0.28,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,Sedan,PASSENGER VEHICLE,Sedan,,,922.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 2211001,M,120.0,0.0,25-44,M,BLACK,,,,,,,,,,,,,,,,,120.0,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1968
647,40.640030200000005,-74.11763044,0.26,0.0,0.025,0.0,0.015,0.0,0.22,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Sedan,PASSENGER VEHICLE,Sedan,PASSENGER VEHICLE,Sedan,101.0,ASSAULT 3,DANGEROUS DRUGS,PL 1200001,M,120.0,0.0,25-44,M,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,1969
648,40.640030200000005,-74.1101872,0.3333333333333333,0.0,0.06666666666666667,0.0,0.01904761904761905,0.0,0.23809523809523808,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,Sedan,Sedan,Sedan,Sedan,,905.0,"INTOXICATED DRIVING,ALCOHOL",DANGEROUS DRUGS,PL 2211001,M,120.0,0.0,25-44,M,WHITE,120.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,INSIDE,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",OTHER,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,,,,,,,,,,,1970
649,40.640030200000005,-74.10274396,0.2572614107883817,0.0,0.016597510373443983,0.0,0.024896265560165973,0.0,0.2157676348547718,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,Sedan,Sedan,Sedan,Sedan,,101.0,ASSAULT 3,DANGEROUS DRUGS,PL 1200001,M,120.0,0.0,25-44,M,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,1971
650,40.640030200000005,-74.09530072,0.3488372093023256,0.004651162790697674,0.037209302325581395,0.0,0.018604651162790697,0.0,0.2930232558139535,0.004651162790697674,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,DANGEROUS DRUGS,PL 1200001,M,120.0,0.0,25-44,M,BLACK,120.0,COMPLETED,N.Y. POLICE DEPT,344.0,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,RESIDENCE-HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE,F,120.0,0.0,,False,25-44,F,BLACK,25-44,M,BLACK,1972
651,40.640030200000005,-74.08785748,0.20426829268292682,0.0,0.04878048780487805,0.0,0.009146341463414634,0.0,0.14634146341463414,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,120.0,0.0,25-44,M,BLACK,120.0,COMPLETED,N.Y. POLICE DEPT,341.0,FELONY,INSIDE,PETIT LARCENY,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,BLACK,M,45-64,BLACK,F,120.0,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1973
652,40.640030200000005,-74.08041424,0.16523605150214593,0.001072961373390558,0.05257510729613734,0.001072961373390558,0.0075107296137339056,0.0,0.10407725321888411,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Following Too Closely,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,F,120.0,0.0,25-44,M,BLACK,120.0,COMPLETED,N.Y. POLICE DEPT,116.0,FELONY,INSIDE,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,25-44,WHITE HISPANIC,M,<18,WHITE HISPANIC,F,120.0,0.0,HOTEL/MOTEL,False,18-24,M,BLACK,25-44,M,BLACK,1974
653,40.640030200000005,-74.072971,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,View Obstructed/Limited,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975
654,40.640030200000005,-74.0357548,0.14705882352941177,0.0,0.0,0.0,0.014705882352941176,0.0,0.1323529411764706,0.0,Driver Inattention/Distraction,Pavement Slippery,Unspecified,Unspecified,Unspecified,Sedan,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,567.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 2211001,M,68.0,0.0,18-24,M,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
655,40.640030200000005,-74.02831156,0.2336448598130841,0.001557632398753894,0.037383177570093455,0.0,0.02336448598130841,0.0,0.17289719626168223,0.001557632398753894,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Sedan,,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,72.0,0.0,25-44,M,WHITE HISPANIC,72.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,UNKNOWN,WHITE HISPANIC,F,25-44,BLACK,M,72.0,0.0,,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE,1981
656,40.640030200000005,-74.02086832,0.4198542805100182,0.0009107468123861566,0.06329690346083788,0.0004553734061930783,0.030965391621129327,0.0004553734061930783,0.3192167577413479,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,Sedan,478.0,"THEFT OF SERVICES, UNCLASSIFIED",DANGEROUS DRUGS,PL 1651503,M,72.0,0.0,25-44,M,WHITE HISPANIC,72.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,424.0,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,72.0,0.0,,False,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1982
657,40.640030200000005,-74.01342508,0.27348643006263046,0.0006958942240779402,0.1127348643006263,0.0006958942240779402,0.05915100904662491,0.0,0.10020876826722339,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,DANGEROUS DRUGS,PL 1200001,M,72.0,0.0,25-44,M,WHITE HISPANIC,72.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,424.0,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,72.0,0.0,MULTI DWELL - APT BUILD,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1983
658,40.640030200000005,-74.00598184,0.23037100949094047,0.0008628127696289905,0.13287316652286454,0.0,0.03192407247627265,0.0,0.06298533218291631,0.0008628127696289905,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,DANGEROUS DRUGS,PL 1200001,M,72.0,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,72.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,424.0,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,M,72.0,0.0,MULTI DWELL - APT BUILD,True,25-44,M,WHITE,25-44,M,WHITE HISPANIC,1984
659,40.640030200000005,-73.9985386,0.3062898814949863,0.0018231540565177757,0.09298085688240657,0.0018231540565177757,0.06563354603463993,0.0,0.14494074749316319,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,478.0,"THEFT OF SERVICES, UNCLASSIFIED",DANGEROUS DRUGS,PL 1651503,M,66.0,0.0,25-44,M,WHITE HISPANIC,66.0,COMPLETED,N.Y. POLICE DEPT,109.0,MISDEMEANOR,FRONT OF,GRAND LARCENY,462.0,UNAUTHORIZED USE VEHICLE 3,COMMERCIAL BUILDING,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,66.0,0.0,,False,,,,25-44,M,WHITE HISPANIC,1985
660,40.640030200000005,-73.99109536,0.31309297912713474,0.003795066413662239,0.0967741935483871,0.0018975332068311196,0.05028462998102467,0.0009487666034155598,0.16318785578747627,0.0009487666034155598,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Electronic Device,Unspecified,Unspecified,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,66.0,0.0,25-44,M,WHITE HISPANIC,66.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,443.0,"LARCENY,GRAND OF BICYCLE",STREET,UNKNOWN,UNKNOWN,M,25-44,ASIAN / PACIFIC ISLANDER,M,66.0,0.0,MULTI DWELL - APT BUILD,False,,,,25-44,M,WHITE HISPANIC,1986
661,40.640030200000005,-73.98365212,0.2723673792557403,0.000791765637371338,0.10451306413301663,0.000791765637371338,0.030878859857482184,0.0,0.13618368962787014,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,Station Wagon/Sport Utility Vehicle,849.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,LOC000000V,M,66.0,0.0,25-44,M,WHITE HISPANIC,66.0,COMPLETED,N.Y. POLICE DEPT,341.0,FELONY,INSIDE,PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESTAURANT/DINER,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,F,66.0,0.0,,True,25-44,M,WHITE HISPANIC,45-64,M,WHITE,1987
662,40.640030200000005,-73.97620888,0.31203566121842496,0.0014858841010401188,0.07429420505200594,0.0007429420505200594,0.03714710252600297,0.0007429420505200594,0.1976225854383358,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Failure to Keep Right,Failure to Keep Right,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,66.0,0.0,25-44,M,WHITE HISPANIC,66.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,105.0,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,M,66.0,0.0,COMMERCIAL BLDG,False,,,,45-64,F,BLACK,1988
663,40.640030200000005,-73.96876564,0.34034653465346537,0.0012376237623762376,0.07673267326732673,0.0012376237623762376,0.04455445544554455,0.0,0.21287128712871287,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Passenger Distraction,Unspecified,Unspecified,Sedan,Sedan,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,567.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 1651503,M,70.0,0.0,25-44,M,BLACK,70.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,353.0,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,25-44,ASIAN / PACIFIC ISLANDER,M,25-44,BLACK,F,70.0,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK,1989
664,40.640030200000005,-73.9613224,0.39336961900049483,0.0004948045522018803,0.09450766947055914,0.0004948045522018803,0.056407718951014346,0.0,0.23998020781791193,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Passing or Lane Usage Improper,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,101.0,ASSAULT 3,DANGEROUS DRUGS,PL 1200001,M,70.0,0.0,25-44,M,BLACK,70.0,COMPLETED,N.Y. POLICE DEPT,344.0,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,718.0,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,25-44,BLACK,M,45-64,BLACK,F,70.0,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK,1990
665,40.640030200000005,-73.95387916,0.4698275862068966,0.003078817733990148,0.07820197044334976,0.0018472906403940886,0.02770935960591133,0.0006157635467980296,0.3602216748768473,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,567.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 2211001,M,67.0,0.0,25-44,M,BLACK,67.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",RESIDENCE - APT. HOUSE,UNKNOWN,BLACK,M,25-44,BLACK,F,67.0,0.0,PVT HOUSE,False,25-44,M,BLACK,18-24,M,BLACK,1991
666,40.640030200000005,-73.94643592,0.5050505050505051,0.00101010101010101,0.08181818181818182,0.0,0.03333333333333333,0.0,0.3878787878787879,0.00101010101010101,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,567.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 2211001,M,67.0,0.0,25-44,M,BLACK,67.0,COMPLETED,N.Y. POLICE DEPT,578.0,FELONY,INSIDE,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,M,45-64,BLACK,F,67.0,0.0,BEAUTY/NAIL SALON,False,25-44,M,BLACK,25-44,M,BLACK,1992
667,40.640030200000005,-73.93899268,0.4868624420401855,0.0015455950540958269,0.080370942812983,0.0015455950540958269,0.03400309119010819,0.0,0.37248840803709427,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,567.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 2211001,M,67.0,0.0,25-44,M,BLACK,67.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,(null),(null),(null),65+,BLACK,F,67.0,0.0,MULTI DWELL - APT BUILD,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1993
668,40.640030200000005,-73.93154944,0.5401854714064915,0.0038639876352395673,0.04482225656877898,0.0015455950540958269,0.02009273570324575,0.0,0.47449768160741884,0.00231839258114374,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,922.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,67.0,0.0,25-44,M,BLACK,67.0,COMPLETED,N.Y. POLICE DEPT,109.0,FELONY,INSIDE,GRAND LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",STREET,UNKNOWN,UNKNOWN,U,65+,BLACK,F,67.0,0.0,COMMERCIAL BLDG,False,25-44,M,BLACK,25-44,M,BLACK,1994
669,40.640030200000005,-73.9241062,0.3686440677966102,0.002542372881355932,0.03305084745762712,0.000847457627118644,0.017796610169491526,0.000847457627118644,0.3169491525423729,0.000847457627118644,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,Unspecified,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,Sedan,922.0,"INTOXICATED DRIVING,ALCOHOL",VEHICLE AND TRAFFIC LAWS,PL 2211001,M,67.0,0.0,25-44,M,BLACK,69.0,COMPLETED,N.Y. POLICE DEPT,353.0,MISDEMEANOR,INSIDE,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,SMALL MERCHANT,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,69.0,0.0,,False,18-24,M,BLACK,<18,M,BLACK,1995
670,40.640030200000005,-73.91666296,0.390595009596929,0.0009596928982725527,0.03262955854126679,0.0009596928982725527,0.016314779270633396,0.0,0.34069097888675626,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Unspecified,Unspecified,Sedan,PASSENGER VEHICLE,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,922.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,69.0,0.0,25-44,M,BLACK,69.0,COMPLETED,N.Y. POLICE DEPT,109.0,MISDEMEANOR,INSIDE,GRAND LARCENY,430.0,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE-HOUSE,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,69.0,0.0,,False,18-24,M,BLACK,18-24,M,BLACK,1996
671,40.640030200000005,-73.90921972000001,0.45838926174496647,0.003355704697986577,0.08187919463087248,0.0006711409395973154,0.02348993288590604,0.0,0.3530201342281879,0.0026845637583892616,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,478.0,"THEFT OF SERVICES, UNCLASSIFIED",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,69.0,1.0,25-44,M,BLACK,69.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,INSIDE,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",STREET,UNKNOWN,UNKNOWN,U,45-64,BLACK,M,69.0,0.0,GROCERY/BODEGA,False,25-44,M,BLACK,25-44,M,BLACK,1997
672,40.640030200000005,-73.90177648000001,0.37694974003466203,0.006065857885615251,0.07019064124783363,0.0008665511265164644,0.010398613518197574,0.0,0.2954939341421144,0.005199306759098787,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Sedan,PASSENGER VEHICLE,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,922.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,69.0,0.0,25-44,M,BLACK,,,,,,,,,,,,,,,,,69.0,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK,1998
673,40.640030200000005,-73.89433324000001,0.4742268041237113,0.002577319587628866,0.03350515463917526,0.002577319587628866,0.020618556701030927,0.0,0.42010309278350516,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,69.0,0.0,25-44,M,BLACK,69.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,OPPOSITE OF,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",STREET,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,69.0,0.0,PVT HOUSE,False,18-24,M,BLACK,18-24,M,BLACK,1999
674,40.640030200000005,-73.88689000000001,0.1978021978021978,0.0,0.02197802197802198,0.0,0.02197802197802198,0.0,0.15384615384615385,0.0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,69.0,0.0,25-44,M,BLACK,69.0,COMPLETED,N.Y. POLICE DEPT,578.0,VIOLATION,INSIDE,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,UNKNOWN,BLACK,M,25-44,BLACK,M,,,,,,,,,,,2000
675,40.640030200000005,-73.87944676000001,0.405761316872428,0.0024691358024691358,0.00823045267489712,0.0008230452674897119,0.0,0.0,0.3950617283950617,0.0016460905349794238,Driver Inattention/Distraction,Driver Inattention/Distraction,Following Too Closely,Fatigued/Drowsy,Following Too Closely,Sedan,Sedan,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,905.0,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,75.0,0.0,25-44,M,BLACK,75.0,COMPLETED,N.Y. POLICE DEPT,351.0,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",RESIDENCE - APT. HOUSE,(null),(null),(null),45-64,BLACK,F,75.0,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK,2001
676,40.640030200000005,-73.83478732,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Outside Car Distraction,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007
677,40.640030200000005,-73.74546844000001,0.4,0.0,0.02857142857142857,0.0,0.0,0.0,0.37142857142857144,0.0,Driver Inattention/Distraction,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,101.0,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,105.0,0.0,25-44,M,BLACK,105.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,(null),PETIT LARCENY,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMMERCIAL BUILDING,(null),(null),(null),45-64,WHITE,M,105.0,0.0,,False,<18,M,BLACK,<18,F,BLACK,2019
678,40.6457074,-74.09530072,0.31210191082802546,0.0,0.050955414012738856,0.0,0.044585987261146494,0.0,0.21656050955414013,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,Sedan,Sedan,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,567.0,"MARIJUANA, POSSESSION 4 & 5",DANGEROUS DRUGS,PL 2211001,M,120.0,0.0,25-44,M,BLACK,120.0,COMPLETED,N.Y. POLICE DEPT,341.0,MISDEMEANOR,INSIDE,PETIT LARCENY,349.0,"LARCENY,PETIT OF LICENSE PLATE",COMMERCIAL BUILDING,(null),(null),(null),45-64,WHITE,M,120.0,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK HISPANIC,45-64,M,BLACK,2047
679,40.6457074,-74.08785748,0.26337448559670784,0.0,0.024691358024691357,0.0,0.012345679012345678,0.0,0.22633744855967078,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Pavement Slippery,Pavement Slippery,Unspecified,Sedan,Sedan,PASSENGER VEHICLE,Sedan,Sedan,511.0,"CONTROLLED SUBSTANCE, POSSESSION 7",DANGEROUS DRUGS,PL 2200300,M,120.0,0.0,25-44,M,BLACK,120.0,COMPLETED,N.Y. POLICE DEPT,578.0,VIOLATION,INSIDE,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,UNKNOWN,UNKNOWN,M,25-44,UNKNOWN,F,120.0,0.0,GROCERY/BODEGA,True,45-64,M,BLACK HISPANIC,18-24,M,BLACK,2048
680,40.6457074,-74.08041424,0.17647058823529413,0.0,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,Sedan,Sedan,Sedan,Sedan,,101.0,ASSAULT 3,DANGEROUS DRUGS,PL 1200001,M,120.0,0.0,25-44,M,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,2049
